Actor 1,Rating_Actor1,Actor 2,Rating_Actor2,Director,Rating_Director
,,Sarthak Bhasin,7.0,,
,,Sasha Aagha,6.5,,
,,Satish Alekar,7.0,,
,,Satish Kaul,7.5,,
,,Satish Raj Kasireddi,6.6,,
,,Satyajeet Dubey,4.85,,
,,Satyajeet Rajput,5.6,,
,,Satyam Rajesh,2.7,,
,,Saumysri Misra,5.2,,
,,Saurabh Kumar,7.7,,
,,Saurabh Shukla,5.9,,
,,Sauraseni Maitra,7.1,,
,,Saveree Gaur,7.8,,
,,Savitri,7.05,,
,,Sayali Bhagat,2.3,,
,,Sayeeda Khan,6.8,,
,,Seema Bhargava,7.15,,
,,Sendhil Ramamurthy,7.2,,
,,Shabana,6.9,,
,,Shabnam,3.8,,
,,Shafi Inamdar,4.9,,
,,Shah Gayaz Khan,6.0,,
,,Shahana Goswami,6.166666666666667,,
,,Shaheen,6.2,,
,,Shahib Chopra,5.2,,
,,Shahid Gulfam,6.7,,
,,Shail Chaturvedi,6.033333333333334,,
,,Shakirul Alam,7.5,,
,,Shakshi Diwedi,2.8,,
,,Shalini,7.5,,
,,Shalini Chandran,6.1,,
,,Shalini Mohan,6.6,,
,,Shalini Pandey,7.2,,
,,Shambhavi Kaul,6.05,,
,,Shamita Shetty,5.4,,
,,Shankar,7.0,,
,,Shanta Hublikar,6.4,,
,,Shanti Priya,3.6,,
,,Sharat Saxena,5.4,,
,,Sharbani Mukherji,5.9,,
,,Sharifa,4.5,,
,,Sharmin Segal,6.0,,
,,Sharvani Sahay,3.3,,
,,Sharwanand,5.9,,
,,Shashank Khaitan,6.7,,
,,Shashank Singh,6.8,,
,,Shashi Puri,5.8,,
,,Shashikala,6.15,,
,,Shataf Figar,6.8,,
,,Shaurya Chauhan,3.5,,
,,Sheela,7.7,,
,,Sheela Rawat,8.1,,
,,Sheena Chohan,4.4,,
,,Sheena Shahabadi,6.2,,
,,Sheetal Bavishi,5.0,,
,,Sheetal Dimri,5.6,,
,,Sheetal Singh,8.6,,
,,Shehnaz Kudia,4.8,,
,,Shehzad Khan,5.2,,
,,Sheila Naidu,5.8,,
,,Sheila Ramani,7.300000000000001,,
,,Shekhar Chatterjee,7.7,,
,,Shenaz Treasury,4.533333333333333,,
,,Shernaz Patel,6.8,,
,,Sherrin Varghese,4.6,,
,,Shibana Dutta,8.1,,
,,Shikha Malhotra,7.3,,
,,Shilpa Anand,4.7,,
,,Shilpa Navalkar,5.4,,
,,Shilpa Shirodkar,4.3500000000000005,,
,,Shilpa Shukla,6.4,,
,,Shiva Shambh Bhatt,9.2,,
,,Shivaleeka Oberoi,7.7,,
,,Shivam Bhaargava,5.0,,
,,Shivam Patil,3.2,,
,,Shivam Tiwari,6.1,,
,,Shivangi Gautam,6.7,,
,,Shivangi Mehra,6.5,,
,,Shivani Pathak,8.2,,
,,Shobha,6.6,,
,,Shobhna Samarth,7.2,,
,,Shoma Chaudhury,4.1,,
,,Shraddha Das,3.5,,
,,Shravan Upalakar,8.7,,
,,Shree Ghatak,6.5,,
,,Shree Radhe Khanduja,4.2,,
,,Shreeram Lagoo,6.633333333333333,,
,,Shreya Dhanwanthary,6.0,,
,,Shreya Ghoshal,6.9,,
,,Shreya Tyagi,8.1,,
,,Shriya Saran,5.959999999999999,,
,,Shruti Marathe,2.7,,
,,Shubham Chintamani,6.8,,
,,Shweta Agarwal,5.4,,
,,Shweta Dadhich,4.5,,
,,Shweta Menon,2.4,,
,,Shyam,6.625,,
,,Shyam Kumar,6.5,,
,,Sid Makkar,4.3,,
,,Siddant Gupta,6.9,,
,,Siddharth Bhardwaj,6.2,,
,,Siddharth Chandekar,6.9,,
,,Siddharth Dhawan,1.7,,
,,Sikandar Agarwal,6.0,,
,,Sima Taparia,6.9,,
,,Simon Frenay,4.3,,
,,Simone Singh,6.4,,
,,Simran,7.1,,
,,Simran Kaur Mundi,5.949999999999999,,
,,Simran Sharma,5.7,,
,,Singh Bhupesh,6.8,,
,,Sitara,7.5,,
,,Smita Malhotra,7.8,,
,,Smita Shewale,5.7,,
,,Smita Tambe,6.65,,
,,Sneha Arun,6.9,,
,,Sneha Ullal,4.2,,
,,Snehal Dabi,4.6,,
,,Sofia Hayat,3.6,,
,,Sohini Pal,6.4,,
,,Sohum Shah,5.1,,
,,Sommansh Sachdevva,8.8,,
,,Somy Ali,5.025,,
,,Sonal Chauhan,6.9,,
,,Sonal Mudgal,5.7,,
,,Sonal Sehgal,5.825,,
,,Sonal Singh,5.1,,
,,Sonali Khare,5.3,,
,,Sonam Bajwa,5.5,,
,,Sonam Chhabra,7.5,,
,,Sonia,7.5,,
,,Sonia Agarwal,6.0,,
,,Sonia Sahni,5.566666666666666,,
,,Sonika Chopra,7.1,,
,,Sonika Gill,4.0,,
,,Sonya Jehan,5.0,,
,,Soubin Shahir,5.2,,
,,Souryansh Bharadwaj,8.0,,
,,Sreejita De,4.5,,
,,Sridhar,5.3,,
,,Sripradha,2.9,,
,,Subodh Maskara,7.2,,
,,Suchendra Prasad,8.4,,
,,Sucheta Paushe,6.0,,
,,Suchindra Bali,5.6,,
,,Suchitra Krishnamoorthi,7.366666666666666,,
,,Sudev Nair,4.5,,
,,Sudha Chopra,5.6,,
,,Sudheer Babu Posani,6.9,,
,,Sudhir,2.4,,
,,Sudhir Pandey,7.7,,
,,Sudhish Kamath,5.2,,
,,Sudip Mukherjee,5.6,,
,,Sugandha Garg,6.1,,
,,Suhasini Mulay,7.5,,
,,Sujatha,6.6,,
,,Sujeet Chaubey,6.2,,
,,Sujoy Mukherjee,5.5,,
,,Sukanya,4.4,,
,,Sukanya Surve,5.7,,
,,Sukhada Yash,4.8,,
,,Sukhbir Singh Batth,7.6,,
,,Sukriti Chamoli,8.7,,
,,Sulakshana Pandit,6.116666666666667,,
,,Suman Jain,7.3,,
,,Sumeet Kant Kaul,6.5,,
,,Sumeet Sharma,6.8,,
,,Sumit Bhot,5.9,,
,,Sumit Suri,6.3,,
,,Sumitra Devi,6.05,,
,,Suneeta Sengupta,5.6,,
,,Sunil Chaurasiyaa,3.6,,
,,Sunil Chipde,7.3,,
,,Sunil Chourasiya,6.1,,
,,Sunil Lahri,6.3,,
,,Sunil Prem Vyas,6.4,,
,,Sunil Thapa,6.8,,
,,Sunita,3.8,,
,,Sunita Sen Gupta,5.9,,
,,Sunny Banerjee,5.9,,
,,Sunny Wayne,7.7,,
,,Suparna Anand,7.7,,
,,Supriya Choudhury,7.25,,
,,Supriya Pathak,6.816666666666667,,
,,Surekha Sikri,7.45,,
,,Sureshbabu Mane,4.1,,
,,Suruchi Aulakh,3.6,,
,,Surveen Chawla,5.7,,
,,Sushil Bhosale,5.5,,
,,Sushil Kumar,8.4,,
,,Sushma Verma,5.6,,
,,Suzanna Mukherjee,3.5,,
,,Swapnesh Sawant,7.1,,
,,Swapnil Joshi,5.9,,
,,Swarda Thigle,7.5,,
,,Swaroop Sampat,6.5,,
,,Swati Ghosh,6.1,,
,,Swati Kapoor,5.4,,
,,Swati Kaushik,6.7,,
,,Sweta,5.65,,
,,Swetanshu Bora,5.9,,
,,Swini Khara,3.3,,
,,Syed Firdaus,7.2,,
,,Syed Pervez,8.0,,
,,Syna Anand,7.5,,
,,Tabrez,7.2,,
,,Taha Shah Badussha,4.8,,
,,Taher Shabbir,5.4,,
,,Tahir Raj Bhasin,7.3,,
,,Tahira Kochhar,4.3,,
,,Talat Aziz,6.800000000000001,,
,,Tamannaah Bhatia,3.233333333333333,,
,,Tanaaz Currim Irani,4.1,,
,,Tanaji Dasgupta,7.0,,
,,Taneea Rajawat,7.4,,
,,Tanmay Ssingh,7.6,,
,,Tanu Bhardwaj,8.2,,
,,Tanvi Azmi,6.5,,
,,Tanya Singh,4.4,,
,,Tara-Alisha Berry,5.366666666666667,,
,,Taran Bajaj,3.8,,
,,Tariq,7.2,,
,,Tariq Imtyaz,6.75,,
,,Tarun Anand,6.9,,
,,Tarun Khanna,2.6,,
,,Tejas Gadhvi,4.3,,
,,Thomas Tevana,3.6,,
,,Thulasi Nair,3.5,,
,,Tia Bhatia,5.4,,
,,Tim Lawrence,6.1,,
,,Tina Desai,4.9,,
,,Tina Ghai,4.3,,
,,Tina Mazumdar,3.6,,
,,Tina Rana,5.7,,
,,Ting Leung,4.8,,
,,Tisca Chopra,5.3,,
,,Tota Roy Chowdhury,6.0,,
,,Tovah Feldshuh,7.7,,
,,Trilok Kapoor,6.4,,
,,Trisha Kale,7.7,,
,,Trisha Krishnan,5.125,,
,,Trishala Idnani,8.7,,
,,Triyug Mantri,9.3,,
,,Tunisha Sharma,5.8,,
,,Twinkle Khanna,4.64,,
,,Ulhas,6.8,,
,,Uma Anand,6.8,,
,,Umesh Gautam,6.2,,
,,Upasna Singh,4.699999999999999,,
,,Upen Patel,2.3,,
,,Uplaksh Kochhar,6.6,,
,,Uppekha Jain,5.8,,
,,Urvashi,6.8,,
,,Urvi Ashar,5.2,,
,,Usha Chavan,6.8,,
,,Usha Devi,6.9,,
,,Utkarsh Bajpayee,7.2,,
,,V.M. Badola,7.1,,
,,Vaani Kapoor,3.9,,
,,Vaibhav Chauhan,6.2,,
,,Vaibhav Raj Gupta,4.9,,
,,Vaidya Narayan Murthy,7.6,,
,,Vaishnavi Patwardhan,4.3,,
,,Vajid Ali,7.9,,
,,Vanya Joshi,7.3,,
,,Varsha Usgaonkar,4.85,,
,,Varsha Varsha,6.7,,
,,Varun Mitra,6.0,,
,,Varun Sharma,5.4,,
,,Vasudev Bhatt,4.9,,
,,Vatsala Deshmukh,7.9,,
,,Vedita Pratap Singh,2.7,,
,,Vedprakash Jaiswal,6.9,,
,,Vedshree Rao,8.8,,
,,Veena,7.65,,
,,Veer Arya,2.0,,
,,Veer Gujjar,4.8,,
,,Vega Tamotia,5.4,,
,,Vibhav Roy,3.9,,
,,Vibhawari Deshpande,7.9,,
,,Vibhuti Jha,6.7,,
,,Vidya Malvade,6.6499999999999995,,
,,Vijay Ashok Sharma,7.3,,
,,Vijay Dutt,6.5,,
,,Vijay Kashyap,7.0,,
,,Vijay Sethupathi,6.5,,
,,Vijaya Choudhury,6.3,,
,,Vijayata Pandit,5.833333333333333,,
,,Vijayshanti,6.566666666666666,,
,,Vikas Bhalla,3.6,,
,,Vikas Giri,5.8,,
,,Vikas Kumar,7.8,,
,,Vikas Sethi,3.5,,
,,Vikram Aditya,5.2,,
,,Vikrant Anand,3.3,,
,,Vikrant Verma,6.0,,
,,Vikrishnah Batt,6.6,,
,,Vimal Raj,3.1,,
,,Vimi,5.933333333333334,,
,,Vinay Forrt,5.6,,
,,Vineeta,5.5,,
,,Vineeth,5.4,,
,,Vinit Bonde,6.7,,
,,Vinod Tripathi,3.5,,
,,Vipasha Agarwal,4.1,,
,,Vipin Bhardwaj,4.5,,
,,Vipin k Sethie,5.9,,
,,Virendra Giri,6.1,,
,,Virendra Kumar Nathenial,8.0,,
,,Vishay Waghela,6.5,,
,,Vishnupant Pagnis,6.7,,
,,Vishvendra Singh,6.3,,
,,Vishwanath Chatterjee,8.4,,
,,Vishwesh Krishnamoorthy,5.7,,
,,Visshesh Tiwari,6.5,,
,,Vivaan Bhimani,6.2,,
,,Vivek Ghamande,7.0,,
,,Vivek Gomber,7.7,,
,,Vivek Kumar,5.7,,
,,Vivek Sharma,6.3,,
,,Vivek Srivastav,6.7,,
,,Viveka Babajee,3.8,,
,,Vrajesh Hirjee,4.9,,
,,Wasabi Mizuta,6.8,,
,,Willy,3.2,,
,,Winston Chao,6.2,,
,,Y.G. Mahendran,6.3,,
,,Yagnaseni Jena,6.5,,
,,Yash Gawli,5.4,,
,,Yash Tonk,3.9,,
,,Yashodhan Rana,7.9,,
,,Yasir Shah,6.2,,
,,Yeshi Dema,5.3,,
,,Yo Yo Honey Singh,3.3,,
,,Yogesh Bali,6.0,,
,,Yogesh Shah,8.1,,
,,Yugesh Anil,5.6,,
,,Yuvika Chaudhary,3.95,,
,,Yuvraj Haral,5.0,,
,,Zafar Dhillon,6.9,,
,,Zafar Karachiwala,5.4,,
,,Zaheeda,6.8999999999999995,,
,,Zaheera,6.4,,
,,Zain Khan Durrani,7.5,,
,,Zeba Bakhtiar,5.566666666666666,,
,,Zeeshan Khan,5.9,,
,,Zhangke Jia,5.5,,
,,Zia Mohiyuddin Dagar,7.8,,
,,Zoa Morani,5.2,,
,,Zoya Afroz,5.0,,
,,Zoya Hussain,7.3,,
,,Zubeida,6.2,,
,,Zuber K. Khan,6.0,,
,,,,A. Bhimsingh,6.785714285714286
,,,,A. Jagannathan,5.833333333333333
,,,,A. Majid,5.7
,,,,A. Salaam,5.575
,,,,A. Shamsheer,6.4
,,,,A. Veerappan,6.0
,,,,A.C. Trilogchander,6.933333333333334
,,,,A.K. Bir,8.2
,,,,A.L. Vijay,5.5
,,,,A.M.R. Ramesh,6.9
,,,,A.P. Nagarajan,7.3
,,,,A.P. Subbaraav,6.6
,,,,A.R. Murugadoss,6.625
,,,,A.T. Joy,3.1
,,,,A.T. Raghu,5.1
,,,,Aadish Keluskar,6.0
,,,,Aakkoo,5.8
,,,,Aamreeta Gautam,5.9
,,,,Aanand L. Rai,6.459999999999999
,,,,Aanand Raut,7.1
,,,,Aarif Sheikh,5.7
,,,,Aarun Nagar,7.0
,,,,Aaryaan Saxena,5.4
,,,,Aashish Chanana,6.2
,,,,Aatish Kapadia,7.2
,,,,Aban Bharucha Deohans,6.6
,,,,Abbas Alibhai Burmawalla,5.777777777777778
,,,,Abbas Tyrewala,6.8
,,,,Abdul Qayyoom Khan,4.1
,,,,Abdul Rashid Kardar,6.69
,,,,Abdul Sattar,8.8
,,,,Abhay Chhabra,6.6
,,,,Abhay Chopra,5.25
,,,,Abhigyan Jha,5.8
,,,,Abhijeet Kumar,6.1
,,,,Abhijit Kokate,4.7
,,,,Abhijit Panse,5.2
,,,,Abhimanyu Chauhan,7.7
,,,,Abhinav Kashyap,4.9
,,,,Abhinav Shiv Tiwari,6.2
,,,,Abhinav Thakur,5.85
,,,,Abhinay Deo,6.42
,,,,Abhiraj Minawala,3.0
,,,,Abhiram,3.3
,,,,Abhiroop Basu,6.6
,,,,Abhishek Chaubey,7.575
,,,,Abhishek Chhadha,4.7
,,,,Abhishek Dixit,5.7
,,,,Abhishek Dogra,4.85
,,,,Abhishek Jain,8.1
,,,,Abhishek Jawkar,4.3
,,,,Abhishek Pathak,6.9
,,,,Abhishek Saxena,5.0
,,,,Abhishek Sharma,5.683333333333334
,,,,Abhishek Utkarsh Deokar,5.9
,,,,Abhishek Varman,5.25
,,,,Abir Sengupta,3.0
,,,,Abrar,5.5
,,,,Abrar Alvi,8.3
,,,,Adam Avil,2.7
,,,,Adam Dow,6.1
,,,,Adarsh Eshwarappa,7.9
,,,,Adarsh Jain,5.3
,,,,Adeeb Rais,5.2
,,,,Adi Irani,4.3
,,,,Aditi Roy,7.1
,,,,Aditya Bhattacharya,7.5
,,,,Aditya Chopra,6.575
,,,,Aditya Datt,5.04
,,,,Aditya Dhar,8.2
,,,,Aditya Kripalani,7.766666666666667
,,,,Aditya Kumar,4.2
,,,,Aditya Om,6.6000000000000005
,,,,Aditya Sarpotdar,6.800000000000001
,,,,Aditya Warang,7.4
,,,,Adurthi Subba Rao,6.720000000000001
,,,,Advait Chandan,7.8
,,,,Afzal Ahmad,5.3
,,,,Agasthya Manju,8.5
,,,,Agneya Singh,5.6
,,,,Agrawal Mukesh Narayan,4.0
,,,,Ahathian,5.15
,,,,Ahishor Solomon,5.6
,,,,Ahmed Khan,3.675
,,,,Aijaz Khan,6.3999999999999995
,,,,Ajai Sinha,4.15
,,,,Ajay Bahl,7.25
,,,,Ajay Bhuyan,5.4
,,,,Ajay Chandhok,3.1399999999999997
,,,,Ajay Devaloka,5.1
,,,,Ajay Govind,6.3
,,,,Ajay K Saklani,8.2
,,,,Ajay Karthik,7.1
,,,,Ajay Kashyap,4.8
,,,,Ajay Kumar,6.0
,,,,Ajay Lohan,2.9
,,,,Ajay Mehra,4.5
,,,,Ajay Naik,6.5
,,,,Ajay Pannalal,5.6
,,,,Ajay Phansekar,6.1
,,,,Ajay Yadav,3.65
,,,,Ajeet Kumar,7.0
,,,,Ajit Dewani,4.6
,,,,Ajit P. Bhairavkar,4.8
,,,,Ajit Pal Mangat,3.8
,,,,Ajit Singh Deol,6.1
,,,,Ajit Varma,6.5
,,,,Ajita Suchitra Veera,8.1
,,,,Ajitpal Singh,6.8
,,,,Ajoy Varma,6.9
,,,,Akarsh Khurana,6.5
,,,,Akashdeep,3.55
,,,,Akbar Khan,5.0
,,,,Akhilesh Jaiswal,6.15
,,,,Akhilesh Verma,6.7
,,,,Akhtar Hussein,7.7
,,,,Akhtar Mirza,6.7
,,,,Akiv Ali,6.6
,,,,Akram Shaikh,3.1
,,,,Akshay Akkineni,6.2
,,,,Akshay Dinesh Vaishnav,6.9
,,,,Akshay Indikar,5.8
,,,,Akshay Roy,6.0
,,,,Akshay Shere,6.0
,,,,Akshay Singh,8.4
,,,,Aku Akbar,3.5
,,,,Alankrita Shrivastava,5.766666666666667
,,,,Aleya Sen,3.7
,,,,Ali Abbas Zafar,5.2
,,,,Allyson Patel,5.6
,,,,Alo Sarkar,6.7
,,,,Alok Shrivastav,4.6
,,,,Aloknath Dixit,5.8
,,,,Amaan Khan,5.3
,,,,Aman Sachdeva,5.3
,,,,Amar Butala,3.7
,,,,Amar Kaushik,7.449999999999999
,,,,Amar Kumar,7.175
,,,,Ambrish Sangal,5.3
,,,,Ameer Sultan,5.4
,,,,Amin Hajee,3.5
,,,,Amira Bhargava,6.6
,,,,Amit Agarwal,4.6
,,,,Amit Bose,6.8
,,,,Amit Chandra Sahay,3.1
,,,,Amit Dutta,6.949999999999999
,,,,Amit Kasaria,6.0
,,,,Amit Khanna,5.466666666666666
,,,,Amit Kumar,6.6
,,,,Amit Masurkar,7.4
,,,,Amit Mitra,8.2
,,,,Amit Rai,7.4
,,,,Amit Ravindernath Sharma,6.0
,,,,Amit Roy,6.6
,,,,Amit Saxena,4.2
,,,,Amit Singh,4.3
,,,,Amitabha Singh,6.4
,,,,Amol Shetge,4.6
,,,,Amrit Nahata,7.1
,,,,Amrit Raj Thakur,5.3
,,,,Amrit Sagar,6.199999999999999
,,,,Amy Thanawala,4.5
,,,,Anamika Haksar,6.1
,,,,Anand Dutta,6.1
,,,,Anand Gaekwad,4.2
,,,,Anand P. Raju,7.8
,,,,Anand Patwardhan,7.8
,,,,Anand Sagar,6.7
,,,,Anand Surapur,5.1
,,,,Anant Balani,5.3
,,,,Anant Thakur,7.7
,,,,Anant Tripathi,5.1
,,,,Ananth Narayan Mahadevan,5.616666666666667
,,,,Ananya Kasarvalli,5.9
,,,,Andaleeb Sultanpuri,4.8
,,,,Andreas Koefoed,6.8
,,,,Andrzej Bartkowiak,3.7
,,,,Anees Bazmee,5.323076923076924
,,,,Ang Lee,7.9
,,,,Anil,5.7
,,,,Anil Bajpai,5.5
,,,,Anil Ballani,3.1
,,,,Anil Chaudhary,3.9
,,,,Anil Chorasiya,6.1
,,,,Anil Dhoble,5.7
,,,,Anil Ganguly,6.300000000000001
,,,,Anil Hingorani,6.4
,,,,Anil Mattoo,5.2
,,,,Anil Mehta,6.2
,,,,Anil Naryani,6.2
,,,,Anil Senior,5.7
,,,,Anil Sharma,5.730769230769231
,,,,Anil Srikantam,5.4
,,,,Aniruddha Roy Chowdhury,7.4
,,,,Anirudh Baboo,6.1
,,,,Anirudh Chawla,3.5
,,,,Anish Khanna,2.6
,,,,Anita Udeep,5.5
,,,,Anjan Dutt,7.0
,,,,Anjanikumar Tripathi,8.0
,,,,Ankush,2.7
,,,,Ankush Bhatt,5.966666666666666
,,,,Annant Jaaitpaal,4.6
,,,,Anshai Lal,6.1
,,,,Anshul Adhikari,6.2
,,,,Anshul Sharma,7.1
,,,,Antara Mali,3.6
,,,,Anthony D'Souza,4.833333333333333
,,,,Anthony Maras,7.6
,,,,Anu Menon,6.333333333333333
,,,,Anubhav Sinha,5.67
,,,,Anup Kurian,6.25
,,,,Anup Samaddar,6.1
,,,,Anup Singh,5.9
,,,,Anupam Sinha,5.1
,,,,Anurag Basu,6.2700000000000005
,,,,Anurag Kawatra,8.5
,,,,Anurag Singh,5.3999999999999995
,,,,Anusha Rizvi,7.4
,,,,Anvita Dutt,6.6
,,,,Anwer Khan,4.05
,,,,Aparna Sen,6.816666666666666
,,,,Aparnaa Singh,6.3
,,,,Apoorva Lakhia,4.4399999999999995
,,,,Apurba Kishore Bir,5.933333333333334
,,,,Apurv Bajpai,4.4
,,,,Apurva Asrani,3.3
,,,,Apurva Dhar Badgaiyann,7.0
,,,,Arati Kadav,5.7
,,,,Ardeshir Irani,6.2
,,,,Arif Ali,4.9
,,,,Arindam Mitra,6.8
,,,,Arindam Nandy,5.4
,,,,Arjun Bali,5.5
,,,,Arjun Mukerjee,6.9
,,,,Arjun Sablok,4.1
,,,,Arjun Sajnani,4.6
,,,,Arjun Sarja,4.3
,,,,Arka Ganguly,6.8
,,,,Arnab Chaudhuri,6.8
,,,,Aron Govil,5.8
,,,,Arpa Khan,7.4
,,,,Arshad Siddiqui,6.95
,,,,Arun Bhatt,6.266666666666667
,,,,Arun Dutt,5.8
,,,,Arun Kaul,7.0
,,,,Arun Khopkar,6.2
,,,,Arun Kumar Rapolu,6.5
,,,,Arup Dutta,4.7
,,,,Arvind Pratap,9.4
,,,,Aryeman Ramsay,3.6
,,,,Ashfaq Makrani,4.0
,,,,Ashim Ahluwalia,6.4
,,,,Ashim S. Samanta,5.471428571428571
,,,,Ashima Chibber,6.4
,,,,Ashish Aryan,6.3
,,,,Ashish Deo,7.4
,,,,Ashish Lal,6.8
,,,,Ashish R. Mohan,4.3
,,,,Ashish R. Shukla,6.449999999999999
,,,,Ashok Ahuja,6.4
,,,,Ashok Chattopadhyay,6.4
,,,,Ashok G.,3.8
,,,,Ashok Gaekwad,4.809090909090909
,,,,Ashok Ghai,3.5
,,,,Ashok Honda,4.550000000000001
,,,,Ashok Kaul,6.4
,,,,Ashok Kohli,2.9
,,,,Ashok Mehta,4.9
,,,,Ashok Nanda,4.966666666666666
,,,,Ashok Roy,5.86
,,,,Ashok Tyagi,5.279999999999999
,,,,Ashok V. Bhushan,6.5
,,,,Ashok Yadav,5.7
,,,,Ashtar Sayed,5.45
,,,,Ashu Trikha,4.3500000000000005
,,,,Ashvin Kumar,5.966666666666666
,,,,Ashwani Dhir,5.275
,,,,Ashwin Shetty,7.1
,,,,Ashwini Chaudhary,4.9799999999999995
,,,,Ashwiny Iyer Tiwari,7.533333333333334
,,,,Asif Kapadia,6.7
,,,,Asit Kumar Sen,7.5
,,,,Asit Sen,7.1375
,,,,Aslam Azmi,2.6
,,,,Aspi Irani,5.8999999999999995
,,,,Atanu Mukherjee,6.4
,,,,Atish Tripathi,7.7
,,,,Atlanta Nagendra,5.2
,,,,Atma Ram,5.763636363636364
,,,,Atul Sabharwal,6.15
,,,,Atul Sriva,5.7
,,,,Avinash Das,5.550000000000001
,,,,Avinash Kumar Singh,6.6
,,,,Avinash Walzade,8.3
,,,,Avtar Bhogal,6.2
,,,,Awtar Krishna Kaul,6.9
,,,,Ayan Mukherjee,7.35
,,,,Ayush Raina,4.2
,,,,Azad Jain,6.8
,,,,Azhar Hussain,4.6
,,,,Aziz Khan,6.6
,,,,Aziz Mirza,6.32
,,,,Aziz Sejawal,4.788888888888889
,,,,Aziz Zee,4.0
,,,,B. Gupta,4.5
,,,,B. Krishna Rao,3.8
,,,,B. Padmanabham,6.7
,,,,B. Prasad,6.2
,,,,B. Ramakrishnaiah Panthulu,7.0
,,,,B. Trilochan,7.6
,,,,B. Vittalacharya,6.6
,,,,B.H. Tharun Kumar,4.333333333333333
,,,,B.K. Adarsh,4.9
,,,,B.R. Chopra,7.006666666666666
,,,,B.R. Ishara,5.733333333333333
,,,,B.S. Glaad,6.6
,,,,B.S. Thapa,5.0
,,,,Baba Azmi,6.7
,,,,Babbar Subhash,5.327272727272727
,,,,Babloo Seshadri,6.7
,,,,Baboobhai Bhanji,3.8
,,,,Babu Yogeswaran,3.1
,,,,Babubhai Mistry,6.629411764705883
,,,,Baby,4.6
,,,,Balasekaran,4.6
,,,,Balbir Wadhawan,6.7
,,,,Balmukund Tripathi,8.3
,,,,Balraj Tah,7.0
,,,,Balu Mahendra,8.4
,,,,Balvinder Sandhu,5.2
,,,,Banty Dubey,8.1
,,,,Bappaditya Bandopadhyay,5.3999999999999995
,,,,Bappaditya Roy,7.2
,,,,Bapu,6.555555555555555
,,,,Basu Bhattacharya,6.9799999999999995
,,,,Basu Chatterjee,6.739130434782608
,,,,Bat for Lashes,5.4
,,,,Batra Mohinder,6.2
,,,,Batul Mukhtiar,8.2
,,,,Bauddhayan Mukherji,6.9
,,,,Bedabrata Pain,7.3
,,,,Behzad Khambata,6.2
,,,,Bejoy Nambiar,6.9799999999999995
,,,,Bela Negi,6.3
,,,,Bela Segal,4.2
,,,,Bhabendra Nath Saikia,7.2
,,,,Bhagwati Prasad Mishra,5.3
,,,,Bhagyaraj,6.0
,,,,Bhalji Pendharkar,7.65
,,,,Bhappi Sonie,6.533333333333334
,,,,Bharat Jain,4.2
,,,,Bharat Kapoor,3.6500000000000004
,,,,Bharat Rangachary,5.54
,,,,Bharathan,7.7
,,,,Bharathiraja,6.375
,,,,Bharti Niranjan,6.9
,,,,Bhavik Thakore,6.4
,,,,Bhavin Wadia,6.4
,,,,Bhavna Talwar,7.7
,,,,Bhimsain,6.9
,,,,Bhooshan Lal,3.8
,,,,Bhupender Gupta,3.3
,,,,Bhushan Patel,3.775
,,,,Bibhuti Mitra,6.3
,,,,Biju Bhaskar Nair,4.0
,,,,Bijukumar Damodaran,6.5
,,,,Bikas Ranjan Mishra,6.5
,,,,Bikramjeet Bhullar,5.2
,,,,Bimal Roy,7.375
,,,,Binod Pradhan,3.8
,,,,Binu Bhaskar,6.9
,,,,Bipin Nadkarni,7.5
,,,,Biplab Roy Chowdhury,6.1
,,,,Biren Nag,6.9
,,,,Bishnu Dev Halder,6.4
,,,,Biswajeet Bora,6.6
,,,,Bobby Raj,4.55
,,,,Boopathy Pandian,3.8
,,,,Bornila Chatterjee,7.2
,,,,Brahmanand S. Singh,8.233333333333333
,,,,Brij,6.827272727272727
,,,,Brijesh Batuknath Tripathi,2.8
,,,,Bruce Parry,7.4
,,,,Buddhadev Dasgupta,6.125
,,,,Bugs Bhargava Krishna,7.35
,,,,Bumpy,5.35
,,,,Bunty Soorma,4.8
,,,,C. Jenner Jose,6.2
,,,,C.H. Balaji Singh Babu,5.6
,,,,C.L. Rawal,6.3
,,,,C.M. Jain,3.9
,,,,C.P. Dixit,6.5
,,,,C.V. Sasikumar,6.9
,,,,C.V. Sridhar,6.6000000000000005
,,,,Chaitanya Tamhane,7.7
,,,,Chakri Toleti,2.55
,,,,Chand,5.1000000000000005
,,,,Chandan Arora,7.050000000000001
,,,,Chander H. Bahl,5.866666666666667
,,,,Chander Mishra,4.1
,,,,Chander Vohra,5.633333333333333
,,,,Chandersen Singh,4.8
,,,,Chandni Gupta,5.15
,,,,Chandra Barot,7.05
,,,,Chandra Prakash Dwivedi,7.066666666666667
,,,,Chandra Sekhar Yeleti,6.6
,,,,Chandrakant,6.216666666666666
,,,,Chandrakant Kanse,6.2
,,,,Chandrakant Singh,4.36
,,,,Chandrasekhar Reddy,7.0
,,,,Chandulal Shah,7.6
,,,,Chapour Haghighat,5.4
,,,,Charudutt Acharya,5.3
,,,,Chawla,7.1
,,,,Chella,3.0
,,,,Cherag Ruparel,8.0
,,,,Chetan Anand,7.016666666666667
,,,,Chetan Desai,5.9
,,,,Chhatrapal Ninawe,6.1
,,,,Chinni Prakash,5.4
,,,,Chitraarth,8.1
